UTC Date/Time,Magnetic magnetic_noise, Induced Signal(dB),Average Magnetic Noise,Average Induced Signal
2019-01-05 03:19:43,-112.148,-118.046,-112.1476,-118.2695
2019-01-05 03:19:47,-112.149,-118.221,-112.1477,-118.2618
2019-01-05 03:19:51,-112.15,-118.221,-112.1478,-118.2642
2019-01-05 03:19:55,-112.187,-118.33,-112.1481,-118.267
2019-01-05 03:19:59,-112.187,-118.33,-112.1484,-118.2723
2019-01-05 03:20:03,-112.133,-118.262,-112.1504,-118.2847
2019-01-05 03:20:07,-112.136,-118.419,-112.1532,-118.292
2019-01-05 03:20:11,-112.229,-118.419,-112.1561,-118.2883
2019-01-05 03:20:15,-112.229,-118.364,-112.1586,-118.276
2019-01-05 03:20:19,-112.09,-118.266,-112.1606,-118.264
2019-01-05 03:20:23,-112.093,-118.296,-112.1627,-118.2716
2019-01-05 03:20:27,-112.119,-118.296,-112.1641,-118.2848
2019-01-05 03:20:31,-112.146,-118.242,-112.1654,-118.2892
2019-01-05 03:20:35,-112.146,-118.242,-112.1666,-118.2927
2019-01-05 03:20:39,-112.223,-118.474,-112.167,-118.2908
2019-01-05 03:20:43,-112.223,-118.474,-112.1673,-118.293
2019-01-05 03:20:47,-112.215,-118.254,-112.1659,-118.2987
2019-01-05 03:20:51,-112.182,-118.013,-112.1643,-118.2961
2019-01-05 03:20:55,-112.182,-118.021,-112.1629,-118.2908
2019-01-05 03:20:59,-112.157,-118.242,-112.1646,-118.2956
2019-01-05 03:21:03,-112.174,-118.31,-112.1664,-118.3052
2019-01-05 03:21:07,-112.175,-118.31,-112.1683,-118.3023
2019-01-05 03:21:11,-112.175,-118.291,-112.1702,-118.2978
2019-01-05 03:21:15,-112.139,-118.291,-112.1723,-118.31
2019-01-05 03:21:19,-112.104,-118.375,-112.1742,-118.3229
2019-01-05 03:21:23,-112.157,-118.375,-112.1743,-118.3242
2019-01-05 03:21:27,-112.157,-118.368,-112.1744,-118.3202
2019-01-05 03:21:31,-112.152,-118.313,-112.1745,-118.3247
2019-01-05 03:21:35,-112.204,-118.459,-112.1747,-118.3543
2019-01-05 03:21:39,-112.204,-118.459,-112.175,-118.3835
2019-01-05 03:21:43,-112.172,-118.238,-112.1752,-118.3998
2019-01-05 03:21:47,-112.172,-118.205,-112.177,-118.4092
2019-01-05 03:21:51,-112.184,-118.486,-112.1787,-118.4186
2019-01-05 03:21:55,-112.184,-118.5,-112.1805,-118.4266
2019-01-05 03:21:59,-112.187,-118.5,-112.1832,-118.4345
2019-01-05 03:22:03,-112.187,-118.394,-112.1841,-118.4287
2019-01-05 03:22:07,-112.176,-118.343,-112.185,-118.4289
2019-01-05 03:22:11,-112.176,-118.605,-112.1865,-118.4294
2019-01-05 03:22:15,-112.138,-118.605,-112.188,-118.4268
2019-01-05 03:22:19,-112.251,-118.568,-112.1881,-118.4151
2019-01-05 03:22:23,-112.251,-118.499,-112.188,-118.4143
2019-01-05 03:22:27,-112.109,-118.499,-112.1878,-118.4307
2019-01-05 03:22:31,-112.21,-118.45,-112.1877,-118.4487
2019-01-05 03:22:35,-112.21,-118.45,-112.1875,-118.4462
2019-01-05 03:22:39,-112.175,-118.258,-112.1874,-118.439
2019-01-05 03:22:43,-112.129,-118.378,-112.1871,-118.4363
2019-01-05 03:22:47,-112.129,-118.378,-112.1858,-118.4479
2019-01-05 03:22:51,-112.168,-118.262,-112.1854,-118.4637
2019-01-05 03:22:55,-112.187,-118.225,-112.1851,-118.4663
2019-01-05 03:22:59,-112.189,-118.443,-112.1846,-118.4562
2019-01-05 03:23:03,-112.189,-118.565,-112.1831,-118.4426
2019-01-05 03:23:07,-112.153,-118.565,-112.1805,-118.44
2019-01-05 03:23:11,-112.134,-118.437,-112.1778,-118.4375
2019-01-05 03:23:15,-112.182,-118.356,-112.1763,-118.4353
2019-01-05 03:23:19,-112.182,-118.446,-112.1747,-118.4301
2019-01-05 03:23:23,-112.178,-118.626,-112.1749,-118.4375
2019-01-05 03:23:27,-112.153,-118.658,-112.1733,-118.4396
2019-01-05 03:23:31,-112.157,-118.658,-112.1735,-118.4416
2019-01-05 03:23:35,-112.157,-118.402,-112.1739,-118.4445
2019-01-05 03:23:39,-112.179,-118.297,-112.1748,-118.4543
2019-01-05 03:23:43,-112.179,-118.448,-112.1759,-118.4532
2019-01-05 03:23:47,-112.122,-118.448,-112.1756,-118.4419
2019-01-05 03:23:51,-112.122,-118.407,-112.175,-118.4308
2019-01-05 03:23:55,-112.098,-118.346,-112.1743,-118.428
2019-01-05 03:23:59,-112.194,-118.406,-112.174,-118.4293
2019-01-05 03:24:03,-112.194,-118.419,-112.1738,-118.4234
2019-01-05 03:24:07,-112.191,-118.419,-112.1747,-118.4163
2019-01-05 03:24:11,-112.143,-118.318,-112.1742,-118.4076
2019-01-05 03:24:15,-112.143,-118.421,-112.1737,-118.3882
2019-01-05 03:24:19,-112.197,-118.421,-112.1742,-118.3895
2019-01-05 03:24:23,-112.197,-118.341,-112.1765,-118.3978
2019-01-05 03:24:27,-112.175,-118.341,-112.1789,-118.3985
2019-01-05 03:24:31,-112.165,-118.382,-112.1812,-118.3945
2019-01-05 03:24:35,-112.169,-118.382,-112.182,-118.3829
2019-01-05 03:24:39,-112.169,-118.328,-112.1828,-118.3792
2019-01-05 03:24:44,-112.135,-118.484,-112.1836,-118.3726
2019-01-05 03:24:48,-112.186,-118.484,-112.1862,-118.362
2019-01-05 03:24:52,-112.204,-118.271,-112.1849,-118.3432
2019-01-05 03:24:56,-112.204,-118.428,-112.1835,-118.3376
2019-01-05 03:25:00,-112.137,-118.462,-112.1818,-118.328
2019-01-05 03:25:04,-112.168,-118.462,-112.1803,-118.3294
2019-01-05 03:25:08,-112.224,-118.368,-112.1793,-118.3348
2019-01-05 03:25:12,-112.224,-118.175,-112.1763,-118.3344
2019-01-05 03:25:16,-112.166,-118.273,-112.1728,-118.3311
2019-01-05 03:25:20,-112.166,-118.273,-112.169,-118.2444
2019-01-05 03:25:24,-112.195,-118.208,-112.166,-118.2399
2019-01-05 03:25:28,-112.195,-118.043,-112.1629,-118.2285
2019-01-05 03:25:32,-112.109,-118.205,-112.1602,-118.217
2019-01-05 03:25:36,-112.086,-118.229,-112.1574,-118.2122
2019-01-05 03:25:40,-112.099,-118.449,-112.1549,-118.1991
2019-01-05 03:25:44,-112.16,-118.449,-112.1518,-118.199
2019-01-05 03:25:48,-112.16,-118.334,-112.1495,-118.1989
2019-01-05 03:25:52,-112.156,-118.316,-112.1471,-118.1872
2019-01-05 03:25:56,-110.746,-116.646,-112.1453,-118.1902
2019-01-05 03:26:00,-108.125,-113.571,-112.1447,-118.1955
2019-01-05 03:26:04,-112.085,-118.266,-112.1428,-118.2008
2019-01-05 03:26:08,-112.09,-118.266,-112.1409,-118.2078
2019-01-05 03:26:12,-112.114,-118.179,-112.1405,-118.2136
2019-01-05 03:26:16,-112.135,-118.179,-112.1396,-118.2109
2019-01-05 03:26:20,-112.189,-118.461,-112.1384,-118.2051
2019-01-05 03:26:24,-112.189,-118.461,-112.1363,-118.1674
2019-01-05 03:26:28,-112.143,-118.144,-112.1345,-118.1296
2019-01-05 03:26:32,-112.157,-118.233,-112.135,-118.0931
2019-01-05 03:26:36,-112.157,-118.374,-112.136,-118.0709
2019-01-05 03:26:40,-112.136,-118.374,-112.137,-118.1366
2019-01-05 03:26:44,-112.184,-118.341,-112.1377,-118.1242
2019-01-05 03:26:48,-112.184,-118.153,-112.1384,-118.0967
2019-01-05 03:26:52,-112.149,-118.153,-112.1407,-118.0622
2019-01-05 03:26:56,-112.053,-118.119,-112.1431,-118.0372
2019-01-05 03:27:00,-112.053,-117.732,-112.1445,-118.0154
2019-01-05 03:27:04,-112.103,-117.732,-112.1455,-117.9796
2019-01-05 03:27:08,-112.119,-117.64,-112.1458,-117.9397
2019-01-05 03:27:12,-112.119,-117.894,-112.1461,-117.912
2019-01-05 03:27:16,-112.119,-117.894,-112.145,-117.8795
2019-01-05 03:27:20,-112.128,-117.888,-112.1426,-117.84
2019-01-05 03:27:24,-112.128,-117.718,-112.1415,-117.8015
2019-01-05 03:27:28,-112.16,-117.576,-112.1404,-117.7726
2019-01-05 03:27:32,-112.177,-117.678,-112.1395,-117.7531
2019-01-05 03:27:36,-112.177,-117.744,-112.1394,-117.7382
2019-01-05 03:27:40,-112.163,-117.744,-112.1399,-117.725
2019-01-05 03:27:44,-112.163,-117.662,-112.1413,-117.7236
2019-01-05 03:27:48,-112.126,-117.592,-112.1428,-117.7244
2019-01-05 03:27:52,-112.126,-117.583,-112.1444,-117.7297
2019-01-05 03:27:56,-112.135,-117.583,-112.1465,-117.719
2019-01-05 03:28:00,-112.135,-117.605,-112.1487,-117.706
2019-01-05 03:28:04,-112.113,-117.762,-112.1504,-117.6992
2019-01-05 03:28:08,-112.147,-117.762,-112.1521,-117.7023
2019-01-05 03:28:12,-112.147,-117.855,-112.1522,-117.7126
2019-01-05 03:28:16,-112.138,-117.855,-112.153,-117.7199
2019-01-05 03:28:20,-112.18,-117.706,-112.1537,-117.7367
2019-01-05 03:28:24,-112.225,-117.746,-112.155,-117.7729
2019-01-05 03:28:28,-112.225,-117.746,-112.1562,-117.8173
2019-01-05 03:28:32,-112.131,-117.682,-112.1575,-117.8672
2019-01-05 03:28:36,-112.15,-117.633,-112.1601,-117.9175
2019-01-05 03:28:40,-112.15,-117.751,-112.1628,-117.9543
2019-01-05 03:28:44,-112.162,-117.781,-112.1655,-117.9714
2019-01-05 03:28:48,-112.162,-117.781,-112.1682,-117.9668
2019-01-05 03:28:52,-112.178,-117.826,-112.1707,-117.9741
2019-01-05 03:28:56,-112.178,-118.078,-112.1728,-117.9768
2019-01-05 03:29:00,-112.236,-118.469,-112.1751,-117.973
2019-01-05 03:29:04,-112.236,-118.55,-112.1775,-117.9761
2019-01-05 03:29:08,-112.188,-118.589,-112.1797,-117.9843
2019-01-05 03:29:12,-112.188,-118.589,-112.1811,-117.9925
2019-01-05 03:29:16,-112.177,-118.32,-112.1814,-118.0093
2019-01-05 03:29:20,-112.177,-117.947,-112.1804,-118.0286
2019-01-05 03:29:24,-112.189,-117.671,-112.1795,-118.0376
2019-01-05 03:29:28,-112.207,-117.908,-112.1785,-118.037
2019-01-05 03:29:32,-112.207,-117.908,-112.1768,-118.0364
2019-01-05 03:29:36,-112.167,-117.779,-112.1751,-118.0336
2019-01-05 03:29:40,-112.179,-117.768,-112.1733,-118.0261
2019-01-05 03:29:44,-112.194,-117.909,-112.1711,-117.999
2019-01-05 03:29:48,-112.194,-117.911,-112.169,-117.9612
2019-01-05 03:29:52,-112.129,-118.019,-112.1678,-117.9216
2019-01-05 03:29:56,-112.129,-118.019,-112.1668,-117.8821
2019-01-05 03:30:00,-112.143,-117.929,-112.1658,-117.855
2019-01-05 03:30:04,-112.143,-117.77,-112.1647,-117.8465
2019-01-05 03:30:08,-112.143,-117.77,-112.164,-117.8642
2019-01-05 03:30:12,-112.121,-117.769,-112.163,-117.8778
2019-01-05 03:30:16,-112.121,-117.928,-112.1619,-117.8912
2019-01-05 03:30:20,-112.114,-117.928,-112.1609,-117.9018
2019-01-05 03:30:24,-112.147,-117.793,-112.1598,-117.9123
2019-01-05 03:30:28,-112.195,-117.798,-112.1588,-117.9179
2019-01-05 03:30:32,-112.195,-117.798,-112.1586,-117.9237
2019-01-05 03:30:36,-112.163,-117.778,-112.1589,-117.9242
2019-01-05 03:30:40,-112.168,-117.778,-112.1605,-117.9098
2019-01-05 03:30:44,-112.168,-118.025,-112.162,-117.8913
2019-01-05 03:30:48,-112.138,-118.178,-112.1636,-117.8878
2019-01-05 03:30:52,-112.173,-118.178,-112.1653,-117.8842
2019-01-05 03:30:56,-112.173,-117.991,-112.1664,-117.8689
2019-01-05 03:31:00,-112.131,-117.976,-112.1674,-117.8385
2019-01-05 03:31:04,-112.193,-118.022,-112.1671,-117.8073
2019-01-05 03:31:08,-112.202,-118.028,-112.1667,-117.7829
2019-01-05 03:31:12,-112.202,-118.028,-112.1634,-117.7545
2019-01-05 03:31:16,-112.174,-117.732,-112.1599,-117.7171
2019-01-05 03:31:20,-112.174,-117.558,-112.1568,-117.6922
2019-01-05 03:31:24,-112.138,-117.699,-112.1536,-117.6735
2019-01-05 03:31:28,-112.138,-117.699,-112.1502,-117.6423
2019-01-05 03:31:32,-112.018,-117.464,-112.1471,-117.6031
2019-01-05 03:31:36,-112.064,-117.318,-112.1439,-117.554
2019-01-05 03:31:40,-112.164,-117.305,-112.1405,-117.5154
2019-01-05 03:31:44,-112.166,-117.305,-112.1375,-117.4829
2019-01-05 03:31:48,-112.166,-117.231,-112.1344,-117.448
2019-01-05 03:31:52,-112.04,-117.05,-112.132,-117.4085
2019-01-05 03:31:56,-112.066,-117.279,-112.1303,-117.3751
2019-01-05 03:32:00,-112.098,-117.403,-112.1285,-117.3616
2019-01-05 03:32:04,-112.098,-117.403,-112.1257,-117.3618
2019-01-05 03:32:08,-112.105,-117.394,-112.1228,-117.3645
2019-01-05 03:32:12,-112.105,-117.194,-112.1204,-117.3672
2019-01-05 03:32:16,-112.124,-117.219,-112.12,-117.3823
2019-01-05 03:32:20,-112.14,-117.326,-112.1196,-117.4101
2019-01-05 03:32:24,-112.14,-117.326,-112.1188,-117.4385
2019-01-05 03:32:28,-112.06,-117.237,-112.1179,-117.4573
2019-01-05 03:32:32,-112.112,-117.36,-112.1208,-117.48
2019-01-05 03:32:36,-112.113,-117.461,-112.1238,-117.5175
2019-01-05 03:32:40,-112.156,-117.563,-112.1263,-117.5435
2019-01-05 03:32:44,-112.156,-117.753,-112.1288,-117.5612
2019-01-05 03:32:48,-112.116,-117.753,-112.1319,-117.5784
2019-01-05 03:32:52,-112.116,-117.766,-112.135,-117.5965
2019-01-05 03:32:56,-112.109,-117.873,-112.1399,-117.6336
2019-01-05 03:33:00,-112.156,-117.873,-112.1448,-117.6695
2019-01-05 03:33:04,-112.156,-117.683,-112.1494,-117.6926
2019-01-05 03:33:08,-112.122,-117.683,-112.1539,-117.7159
2019-01-05 03:33:12,-112.122,-117.8,-112.1578,-117.7439
2019-01-05 03:33:16,-112.167,-117.8,-112.1579,-117.7658
2019-01-05 03:33:20,-112.167,-117.757,-112.1579,-117.7806
2019-01-05 03:33:24,-112.144,-117.747,-112.1592,-117.7903
2019-01-05 03:33:28,-112.12,-117.755,-112.1604,-117.7892
2019-01-05 03:33:32,-112.255,-117.937,-112.1617,-117.773
2019-01-05 03:33:36,-112.255,-117.937,-112.1609,-117.7715
2019-01-05 03:33:40,-112.203,-117.788,-112.1602,-117.7674
2019-01-05 03:33:44,-112.203,-117.793,-112.1616,-117.7683
2019-01-05 03:33:48,-112.141,-117.797,-112.1629,-117.7787
2019-01-05 03:33:52,-112.141,-117.797,-112.1626,-117.7856
2019-01-05 03:33:56,-112.129,-117.757,-112.1622,-117.7851
2019-01-05 03:34:00,-112.141,-117.757,-112.1618,-117.7883
2019-01-05 03:34:04,-112.141,-117.731,-112.1615,-117.7936
2019-01-05 03:34:08,-112.076,-117.43,-112.1606,-117.7983
2019-01-05 03:34:12,-112.095,-117.735,-112.1603,-117.8112
2019-01-05 03:34:16,-112.095,-117.79,-112.1583,-117.8149
2019-01-05 03:34:20,-112.162,-117.891,-112.1575,-117.812
2019-01-05 03:34:24,-112.162,-117.891,-112.1569,-117.8289
2019-01-05 03:34:28,-112.149,-117.823,-112.1562,-117.8456
2019-01-05 03:34:32,-112.149,-117.789,-112.1555,-117.8611
2019-01-05 03:34:36,-112.146,-117.863,-112.1573,-117.8694
2019-01-05 03:34:40,-112.128,-117.863,-112.159,-117.8739
2019-01-05 03:34:44,-112.104,-117.842,-112.1614,-117.8697
2019-01-05 03:34:49,-112.193,-118.012,-112.1638,-117.8657
2019-01-05 03:34:53,-112.193,-118.012,-112.1656,-117.8869
2019-01-05 03:34:57,-112.162,-117.878,-112.167,-117.9034
2019-01-05 03:35:01,-112.162,-118.127,-112.1685,-117.9204
2019-01-05 03:35:05,-112.188,-118.127,-112.1695,-117.9323
2019-01-05 03:35:09,-112.19,-118.107,-112.1717,-117.9395
2019-01-05 03:35:13,-112.19,-117.963,-112.1738,-117.9434
2019-01-05 03:35:17,-112.176,-117.846,-112.1774,-117.9531
2019-01-05 03:35:21,-112.102,-117.674,-112.181,-117.9626
2019-01-05 03:35:25,-112.108,-117.651,-112.1848,-117.9721
2019-01-05 03:35:29,-112.111,-117.855,-112.1885,-117.9755
2019-01-05 03:35:33,-112.192,-118.065,-112.1915,-117.9704
2019-01-05 03:35:37,-112.192,-118.129,-112.1951,-117.9653
2019-01-05 03:35:41,-112.136,-118.129,-112.1973,-117.9605
2019-01-05 03:35:45,-112.17,-118.035,-112.1994,-117.9483
2019-01-05 03:35:49,-112.17,-117.902,-112.2016,-117.9361
2019-01-05 03:35:53,-112.22,-117.982,-112.2036,-117.9256
2019-01-05 03:35:57,-112.223,-118.053,-112.2062,-117.9222
2019-01-05 03:36:01,-112.223,-118.053,-112.2088,-117.9133
2019-01-05 03:36:05,-112.26,-117.91,-112.2108,-117.9146
2019-01-05 03:36:09,-112.26,-117.91,-112.2127,-117.9297
2019-01-05 03:36:13,-112.26,-117.91,-112.2144,-117.9346
2019-01-05 03:36:17,-112.166,-117.783,-112.2163,-117.9153
2019-01-05 03:36:21,-112.157,-117.882,-112.2183,-117.8888
2019-01-05 03:36:25,-112.233,-117.882,-112.2202,-117.8727
2019-01-05 03:36:29,-112.233,-117.897,-112.2209,-117.8613
2019-01-05 03:36:33,-112.229,-117.897,-112.2207,-117.8539
2019-01-05 03:36:37,-112.129,-117.667,-112.2191,-117.8412
2019-01-05 03:36:41,-112.2,-117.7,-112.2173,-117.825
2019-01-05 03:36:45,-112.228,-117.953,-112.2155,-117.8066
2019-01-05 03:36:49,-112.228,-117.953,-112.2137,-117.8107
2019-01-05 03:36:53,-112.209,-117.679,-112.2118,-117.8176
2019-01-05 03:36:57,-112.209,-117.599,-112.2095,-117.8246
2019-01-05 03:37:01,-112.204,-117.807,-112.2072,-117.8384
2019-01-05 03:37:05,-112.188,-117.807,-112.2049,-117.8484
2019-01-05 03:37:09,-112.188,-117.754,-112.2026,-117.8585
2019-01-05 03:37:13,-112.155,-117.728,-112.2005,-117.8635
2019-01-05 03:37:17,-112.155,-117.728,-112.198,-117.8641
2019-01-05 03:37:21,-112.105,-117.686,-112.1954,-117.8717
2019-01-05 03:37:25,-112.165,-117.991,-112.1929,-117.8778
2019-01-05 03:37:29,-112.187,-118.049,-112.1903,-117.871
2019-01-05 03:37:33,-112.187,-118.049,-112.1887,-117.8684
2019-01-05 03:37:37,-112.247,-118.059,-112.1871,-117.8842
2019-01-05 03:37:41,-112.247,-118.084,-112.1855,-117.9041
2019-01-05 03:37:45,-112.195,-118.084,-112.1839,-117.9117
2019-01-05 03:37:49,-112.104,-117.997,-112.1831,-117.9135
2019-01-05 03:37:53,-112.104,-117.908,-112.183,-117.91
2019-01-05 03:37:57,-112.177,-117.82,-112.183,-117.9052
2019-01-05 03:38:01,-112.177,-117.82,-112.183,-117.8937
2019-01-05 03:38:05,-112.158,-117.817,-112.183,-117.8844
2019-01-05 03:38:09,-112.177,-117.902,-112.183,-117.8582
2019-01-05 03:38:13,-112.177,-117.996,-112.183,-117.8319
2019-01-05 03:38:17,-112.12,-117.996,-112.1826,-117.8167
2019-01-05 03:38:21,-112.174,-117.958,-112.1807,-117.801
2019-01-05 03:38:25,-112.216,-117.844,-112.1786,-117.7823
2019-01-05 03:38:29,-112.216,-117.685,-112.1782,-117.7594
2019-01-05 03:38:33,-112.199,-117.631,-112.1789,-117.7371
2019-01-05 03:38:37,-112.187,-117.499,-112.1801,-117.712
2019-01-05 03:38:41,-112.149,-117.499,-112.1803,-117.6913
2019-01-05 03:38:45,-112.104,-117.468,-112.1782,-117.6774
2019-01-05 03:38:49,-112.144,-117.522,-112.1757,-117.6801
2019-01-05 03:38:53,-112.144,-117.745,-112.1731,-117.6786
2019-01-05 03:38:57,-112.211,-117.745,-112.1743,-117.6619
2019-01-05 03:39:01,-112.211,-117.711,-112.1754,-117.5658
2019-01-05 03:39:05,-112.18,-117.626,-112.176,-117.5612
2019-01-05 03:39:09,-112.136,-117.55,-112.1761,-117.5716
2019-01-05 03:39:13,-112.092,-117.406,-112.1761,-117.5938
2019-01-05 03:39:17,-112.201,-117.406,-112.1762,-117.628
2019-01-05 03:39:21,-112.201,-117.542,-112.1762,-117.6728
2019-01-05 03:39:25,-112.125,-117.872,-112.1751,-117.7186
2019-01-05 03:39:29,-112.125,-117.872,-112.1739,-117.7661
2019-01-05 03:39:33,-106.675,-112.528,-112.1717,-117.7996
2019-01-05 03:39:37,-110.409,-116.169,-112.1698,-117.8129
2019-01-05 03:39:41,-112.205,-117.871,-112.1695,-117.8145
2019-01-05 03:39:45,-112.249,-118.042,-112.1694,-117.8305
2019-01-05 03:39:49,-112.249,-118.106,-112.1675,-117.8672
2019-01-05 03:39:53,-112.188,-118.281,-112.1645,-117.9078
2019-01-05 03:39:57,-112.129,-118.351,-112.1616,-117.9395
2019-01-05 03:40:01,-112.164,-118.369,-112.1597,-117.9692
2019-01-05 03:40:05,-112.164,-118.369,-112.1601,-118.0094
2019-01-05 03:40:09,-112.134,-118.159,-112.161,-118.0329
2019-01-05 03:40:13,-112.142,-117.998,-112.1614,-118.0564
2019-01-05 03:40:17,-112.142,-117.776,-112.1595,-118.0669
2019-01-05 03:40:21,-112.139,-118.015,-112.1592,-118.1677
2019-01-05 03:40:25,-112.143,-118.322,-112.1596,-118.1865
2019-01-05 03:40:29,-112.143,-118.322,-112.1601,-118.2069
2019-01-05 03:40:33,-112.134,-118.008,-112.1607,-118.224
2019-01-05 03:40:37,-112.134,-117.971,-112.1617,-118.2252
2019-01-05 03:40:41,-112.111,-118.306,-112.1628,-118.2228
2019-01-05 03:40:45,-112.163,-118.318,-112.165,-118.2144
2019-01-05 03:40:49,-112.195,-118.318,-112.1668,-118.2015
2019-01-05 03:40:53,-112.195,-118.266,-112.1696,-118.2083
2019-01-05 03:40:57,-112.116,-118.185,-112.173,-118.2232
2019-01-05 03:41:01,-112.117,-118.248,-112.1763,-118.242
2019-01-05 03:41:05,-112.248,-118.449,-112.1796,-118.2406
2019-01-05 03:41:09,-112.248,-118.449,-112.1813,-118.2325
2019-01-05 03:41:13,-112.199,-118.304,-112.1817,-118.2243
2019-01-05 03:41:17,-112.199,-118.304,-112.183,-118.2393
2019-01-05 03:41:21,-112.209,-118.201,-112.1843,-118.2643
2019-01-05 03:41:25,-112.209,-118.111,-112.1856,-118.2725
2019-01-05 03:41:29,-112.175,-118.295,-112.186,-118.2692
2019-01-05 03:41:33,-112.143,-118.295,-112.1868,-118.2643
2019-01-05 03:41:37,-112.143,-118.152,-112.1871,-118.2619
2019-01-05 03:41:41,-112.228,-117.988,-112.1858,-118.2634
2019-01-05 03:41:45,-112.238,-118.159,-112.1845,-118.2651
2019-01-05 03:41:49,-112.238,-118.159,-112.182,-118.2567
2019-01-05 03:41:53,-112.15,-118.308,-112.1796,-118.2309
2019-01-05 03:41:57,-112.07,-118.47,-112.1765,-118.2207
2019-01-05 03:42:01,-112.112,-118.47,-112.1733,-118.2227
2019-01-05 03:42:05,-112.169,-118.253,-112.1701,-118.2304
2019-01-05 03:42:09,-112.169,-118.219,-112.1674,-118.2425
2019-01-05 03:42:13,-112.15,-118.219,-112.1647,-118.2358
2019-01-05 03:42:17,-112.15,-118.215,-112.1634,-118.2429
2019-01-05 03:42:21,-112.198,-118.281,-112.1623,-118.2571
2019-01-05 03:42:25,-112.198,-118.281,-112.1611,-118.2735
2019-01-05 03:42:29,-112.147,-117.934,-112.1617,-118.2834
2019-01-05 03:42:33,-112.07,-118.099,-112.1636,-118.2964
2019-01-05 03:42:37,-112.109,-118.344,-112.1647,-118.3019
2019-01-05 03:42:41,-112.145,-118.355,-112.1683,-118.29
2019-01-05 03:42:45,-112.145,-118.355,-112.1719,-118.2882
2019-01-05 03:42:49,-112.126,-118.16,-112.1764,-118.2973
2019-01-05 03:42:53,-112.187,-118.437,-112.1797,-118.3009
2019-01-05 03:42:57,-112.187,-118.437,-112.1821,-118.291
2019-01-05 03:43:01,-112.183,-118.316,-112.1844,-118.2768
2019-01-05 03:43:05,-112.191,-118.356,-112.1868,-118.2615
2019-01-05 03:43:09,-112.26,-118.418,-112.1882,-118.246
2019-01-05 03:43:13,-112.26,-118.418,-112.1895,-118.2188
2019-01-05 03:43:17,-112.16,-118.233,-112.1909,-118.1524
2019-01-05 03:43:21,-112.125,-118.434,-112.1901,-118.1436
2019-01-05 03:43:25,-112.241,-118.434,-112.1892,-118.1343
2019-01-05 03:43:29,-112.241,-118.292,-112.1884,-118.11
2019-01-05 03:43:33,-112.179,-118.022,-112.1876,-118.1075
2019-01-05 03:43:37,-112.216,-117.931,-112.1872,-118.0945
2019-01-05 03:43:41,-112.216,-117.973,-112.1866,-118.0816
2019-01-05 03:43:45,-112.109,-117.973,-112.1837,-118.0702
2019-01-05 03:43:49,-111.639,-117.388,-112.1807,-118.0642
2019-01-05 03:43:53,-111.219,-116.772,-112.1794,-118.0588
2019-01-05 03:43:57,-112.175,-118.169,-112.1779,-118.0551
2019-01-05 03:44:01,-112.175,-118.169,-112.175,-118.0607
2019-01-05 03:44:05,-112.129,-117.869,-112.172,-118.0509
2019-01-05 03:44:09,-112.12,-118.11,-112.1691,-118.0384
2019-01-05 03:44:13,-112.128,-118.177,-112.1674,-118.033
2019-01-05 03:44:17,-112.128,-118.177,-112.1657,-118.0394
2019-01-05 03:44:21,-112.201,-118.089,-112.164,-118.054
2019-01-05 03:44:25,-112.201,-118.237,-112.1623,-118.0667
2019-01-05 03:44:29,-112.193,-118.31,-112.1624,-118.0794
2019-01-05 03:44:33,-112.121,-118.344,-112.1628,-118.1213
2019-01-05 03:44:37,-112.128,-118.344,-112.1613,-118.1986
2019-01-05 03:44:41,-112.161,-118.238,-112.1623,-118.2061
2019-01-05 03:44:45,-112.161,-118.184,-112.1632,-118.2135
2019-01-05 03:44:49,-112.182,-118.184,-112.1641,-118.2328
2019-01-05 03:44:53,-112.182,-118.149,-112.1664,-118.2398
2019-01-05 03:44:57,-112.208,-118.225,-112.1663,-118.2435
2019-01-05 03:45:01,-112.208,-118.225,-112.1663,-118.2502
2019-01-05 03:45:06,-112.181,-118.227,-112.1685,-118.2614
2019-01-05 03:45:10,-112.141,-118.227,-112.1709,-118.2583
2019-01-05 03:45:14,-112.147,-118.318,-112.1707,-118.2565
2019-01-05 03:45:18,-112.147,-118.318,-112.1706,-118.2545
2019-01-05 03:45:22,-112.147,-118.318,-112.1695,-118.2535
2019-01-05 03:45:26,-112.132,-118.254,-112.1684,-118.2588
2019-01-05 03:45:30,-112.174,-118.251,-112.1672,-118.2698
2019-01-05 03:45:34,-112.174,-118.251,-112.166,-118.2806
2019-01-05 03:45:38,-112.177,-118.312,-112.1667,-118.2931
2019-01-05 03:45:42,-112.177,-118.312,-112.1674,-118.2887
2019-01-05 03:45:46,-112.159,-118.176,-112.1681,-118.2845
2019-01-05 03:45:50,-112.159,-118.274,-112.1688,-118.2903
2019-01-05 03:45:54,-112.13,-118.304,-112.1695,-118.3004
2019-01-05 03:45:58,-112.13,-118.322,-112.17,-118.3095
2019-01-05 03:46:02,-112.132,-118.346,-112.1705,-118.321
2019-01-05 03:46:06,-112.135,-118.402,-112.1729,-118.3325
2019-01-05 03:46:10,-112.24,-118.402,-112.1754,-118.3382
2019-01-05 03:46:14,-112.244,-118.398,-112.1768,-118.3367
2019-01-05 03:46:18,-112.244,-118.136,-112.1782,-118.338
2019-01-05 03:46:22,-112.157,-118.141,-112.1796,-118.3387
2019-01-05 03:46:26,-112.196,-118.343,-112.181,-118.3393
